Action,Prodid,Product Type,Merchandise Type,Product Title,Anchor Text,Spider URL,Amazon Title,Amazon Description,eBay Title,eBay Description,Sub Title,Screen Title,allow new brand,Brand,Description,Additional Description,Additional Description 2,Additional Description 3,Additional Description 4,Bullet Point,primary keyword,secondary keyword,tertiary keyword,META Description,META Keywords,General Image Tags,General Image,allow new category,Main Category,Main Category ID,Main Category Meta Title,Main Category Meta Keywords,Main Category Meta Description,Main Category Spider URL,Main Category Redirect URL,Main Category Image URL,Main Category Amazon Category,Main Category Amazon Category ID,Sub Category,Sub Category ID,Sub Category Meta Title,Sub Category Meta Keywords,Sub Category Meta Description,Sub Category Spider URL,Sub Category Redirect URL,Sub Category Image URL,Sub Category Amazon Category,Sub Category Amazon Category ID,Sub Category Ebay Category,Section Category,Section Category ID,Section Category Meta Title,Section Category Meta Keywords,Section Category Meta Description,Section Category Spider URL,Section Category Redirect URL,Section Category Image URL,Section Category Amazon Category,Section Category Amazon Category ID,Section Category Ebay Category,Cross sell main cat 1,Cross sell sub cat 1,Cross sell sec cat 1,Cross sell main cat 2,Cross sell sub cat 2,Cross sell sec cat 2,Cross sell main cat 3,Cross sell sub cat 3,Cross sell sec cat 3,Cross sell main cat 4,Cross sell sub cat 4,Cross sell sec cat 4,Cross sell main cat 5,Cross sell sub cat 5,Cross sell sec cat 5,Specifications,Featured,Supplier,Re-Order Supplier,Warehouse,Workflow,301 redirect,Hidden,internaluse,Processing Time,Combinable,Consolidatable,Shipping Type,Shipping Carrier 1,Shipping Carrier 2,Shipping Carrier 3,allowground,allow3day,allow2day,allownextday,allowinternational,Shipping Ground Rate,Shipping 3-Day Air Rate,Shipping 2-Day Air Rate,Shipping Next-Day Air Rate,Shipping Inter. North America,Shipping Inter. South America,Shipping Inter. Europe,Shipping Inter. Africa,Shipping Inter. Asia,Shipping Inter. Oceania,upsellids,upsellProdNames,Force Upsell,upsellProdQty,relatedProdIDs,relatedProdNames,File Attachments,Videos,Search Tags,Live Inventory,Min Qty,Max Qty,Qty Increments,Predefined Qty,Qty Discounts,Sort Priority,Out Of Stock Rule,Checkout rule,Show Prices To Public,Expedited,amazon affiliate asin,wholesale level,custom html above qty,custom html below thumbnail,custom html above upsells,custom html above price,custom html below price,custom html above image,custom html below product,custom html below image,auto responder,allow Sample,sample Price,sample Sufix,sample Ground Shipping,sample Inter Shipping,support ticket,pickup available,Application URL,Part Number Dependancies,Part Number,Manufacturer Part Number,UPC,EAN,ItemCondition,Application Specific Image,Application Specifications,Warning Note,Application Qty Discounts,MSRP,Jobber,Web Price,Cost Price,Item Weight,Item Height,Item Width,Item Length,Shipping Weight,Shipping Height,Shipping Width,Shipping Length,Primary Option Style,Primary Option Title,Primary Choice,Primary Option Position,Primary Option Parent,Primary Option Type,Primary Option ID,Second Option Style,Second option type,Second Option Title,Second Option Choice,Second Option Choice Parent,Second Option Part Number Ext,Application Specific Image 2,application specific image 2 tags,Third Option Style,Third Option Title,Third Option Choice,Third Option Choice Parent,Third Option Part Number Ext,Application Specific Image 3,application specific image 3 tags,Fourth Option Style,Fourth Option Title,Fourth Option Choice,Fourth Option Choice Parent,Fourth Option Part Number Ext,Application Specific Image 4,application specific image 4 tags,Fifth Option Style,Fifth Option Title,Fifth Option Choice,Fifth Option Choice Parent,Fifth Option Part Number Ext,Application Specific Image 5,application specific image 5 tags,Vehicle Make,Vehicle Model,Vehicle Sub Model,Start Year,End Year,Engine,Aspiration,Cylinder Type,Drive Type,Brakes,ABS,Transmission,Doors,Body Type,Bed Type,Navigation,Climate Control,Radio,Heated Seats,Sunroof,Vehicle Engine Options,Vehicle Interior Options,Vehicle Exterior Options,Vehicle Warning Note,Vehicle Description,Wheel Diameter,Wheel Width,Wheel Finish,Wheel BoltPattern,Wheel Offset,Wheel HubBore,Section Width,Aspect Ratio,Diameter,Speed Rating,Load Index,Tire Type,Load Range,Side Wall,xFactor,Check
,32,1,1,"Microsoft Windows 10 Professional 64-bit","Microsoft Windows 10 Professional 64-bit","microsoft-windows-10-professional-64-bit","","","","","","",1,"Microsoft","<P>Microsoft Windows 10 Professional 64-bit<BR></P>","","","","","","","","","Microsoft Windows 10 Professional 64-bit","Microsoft Windows 10 Professional 64-bit","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=8be21462-e2ac-40b0-83a5-529731faa245.jpg",1,"Operating System","17","","","","operating-system","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-17.jpg&storeName=maingear&sid=5848","","","Operating System","22","","","","operating-system","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/microsoft-windows-10-professional-64-bit/Default.aspx",,"os-windows-10-pro","WN10-FQC-08930","","","0",,,,,"149.00","149.00","149.00","120.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,33,1,1,"Office Home Business 2016 - Outlook, Word, Excel, PowerPoint, and OneNote","Office Home  Business 2016 - Outlook, Word, Excel, PowerPoint, and OneNote","office-home-business-2016-outlook-word-excel-powerpoint-and-onenote","","","","","","",1,"Microsoft","<P>Office Home &amp; Business 2016 - Outlook, Word, Excel, PowerPoint, and OneNote</P>","","","","","","","","","Office Home & Business 2016 - Outlook, Word, Excel, PowerPoint, and OneNote","Office Home & Business 2016 - Outlook, Word, Excel, PowerPoint, and OneNote","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=95c82d7f-8974-4bd3-a7ba-651c68a3c2db.jpg",1,"Productivity Software","18","","","","productivity-software","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-18.jpg&storeName=maingear&sid=5848","","","Productivity Software","23","","","","productivity-software","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/office-home-business-2016-outlook-word-excel-powerpoint-and-onenote/Default.aspx",,"software-office-home-business","T5D-02375","","","0",,,,,"217.50","217.50","217.50","174.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,34,1,1,"Office Home Student 2016 - Word, Excel, PowerPoint, and OneNote","Office Home  Student 2016 - Word, Excel, PowerPoint, and OneNote","office-home-student-2016-word-excel-powerpoint-and-onenote","","","","","","",1,"Microsoft","<P>Office Home &amp; Student 2016 - Word, Excel, PowerPoint, and OneNote</P>","","","","","","","","","Office Home & Student 2016 - Word, Excel, PowerPoint, and OneNote","Office Home & Student 2016 - Word, Excel, PowerPoint, and OneNote","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=7e4f4b12-9969-412b-9dde-a8033cb42b69.jpg",1,"Productivity Software","18","","","","productivity-software","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-18.jpg&storeName=maingear&sid=5848","","","Productivity Software","23","","","","productivity-software","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/office-home-student-2016-word-excel-powerpoint-and-onenote/Default.aspx",,"software-office-home-student","79G-04368","","","0",,,,,"146.25","146.25","146.25","117.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,35,1,1,"23"" Asus® VS239H-P 1920 x 1080 IPS 5ms","23"" VS239H-P 1920 x 1080 IPS 5ms","23-asus-vs239h-p-1920-x-1080-ips-5ms","","","","","","",1,"ASUS","<P><STRONG>178° Ultra Wide View Meets Classic Elegant Design</STRONG></P> <P>Delicate touches make a monitor truly great, VS239H Full HD LED monitor, with 50,000,000 : 1 high contrast ratio and HDMI interface, is optimized for the finest image and color quality. This approach extends to the sturdy stand and slim profile without compromising style in ensuring stability and durability.</P> <P>&nbsp;</P>","","","","","","","","","23"" Asus® VS239H-P 1920 x 1080 IPS 5ms","23"" Asus® VS239H-P 1920 x 1080 IPS 5ms","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=f2e76d74-6bf6-45e0-b215-6f4fc420b7e6.jpg",1,"Monitor","19","","","","monitor","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-19.jpg&storeName=maingear&sid=5848","","","Monitor","24","","","","monitor","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/23-asus-vs239h-p-1920-x-1080-ips-5ms/Default.aspx",,"monitor-asus-vs239h","VS239HP","","","0",,,,,"169.00","169.00","169.00","130.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,36,1,1,"Microsoft LifeCam Cinema HD Webcam","LifeCam Cinema HD Webcam","microsoft-lifecam-cinema-hd-webcam","","","","","","",1,"MAIMGEAR","<P>Share every detail with friends and family with the Microsoft LifeCam Cinema. This full-featured webcam, with ClearFrame image-processing technology, delivers smooth, detailed 16:9 video in full 720p HD quality and crystal-clear audio. Optimized for Windows Live and Windows 7, the LifeCam Cinema also works with Yahoo Messenger, AOL Instant Messenger and Skype for video calls and messaging.</P>","","","","","720p HD Widescreen Video~!~Auto Focus~!~High-precision glass element lens~!~ClearFrame Technology for smooth, detailed video~!~Digital, noise-canceling microphon","","","","Microsoft LifeCam Cinema HD Webcam","Microsoft LifeCam Cinema HD Webcam","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=cc9074de-1dbc-4379-ab7a-91d55f75454f.jpg",1,"Webcam","20","","","","webcam","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-20.jpg&storeName=maingear&sid=5848","","","Webcam","25","","","","webcam","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/microsoft-lifecam-cinema-hd-webcam/Default.aspx",,"webcam-microsoft-lifecam","X15-72056-03","","","0",,,,,"41.99","41.99","41.99","34.99","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,37,1,1,"Razer® Blackwidow X Chroma Mechanical Gaming Keyboard","Blackwidow X Chroma Mechanical Gaming Keyboard","razer-blackwidow-x-chroma-mechanical-gaming-keyboard","","","","","","",1,"Razer","Razer® Blackwidow X Chroma Mechanical Gaming Keyboard USB Razer Green Mechnical Switches","","","","","","","","","Razer® Blackwidow X Chroma Mechanical Gaming Keyboard","Razer® Blackwidow X Chroma Mechanical Gaming Keyboard","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=a83dc26e-e8ae-4c26-8878-8172ff297240.jpg",1,"Keyboard","22","","","","keyboard","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-22.jpg&storeName=maingear&sid=5848","","","Keyboard","27","","","","keyboard","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/razer-blackwidow-x-chroma-mechanical-gaming-keyboard/Default.aspx",,"keyboard-razer-blackwidow","RZ03-01760100-R3U1","","","0",,,,,"153.60","153.60","153.60","128.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,38,1,1,"Razer® Deathadder Elite Chroma","Deathadder Elite Chroma","razer-deathadder-elite-chroma","","","","","","",1,"Razer","<P>Razer® Deathadder Elite Chroma</P>","","","","","","","","","Razer® Deathadder Elite Chroma","Razer® Deathadder Elite Chroma","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=63a3f902-9443-49d7-8809-6c4ceaad228e.jpg",1,"Mouse","23","","","","mouse","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-23.jpg&storeName=maingear&sid=5848","","","Mouse","28","","","","mouse","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/razer-deathadder-elite-chroma/Default.aspx",,"mouse-razer-deathadder","RZ01-02010100-R3U1","","","0",,,,,"64.80","64.80","64.80","54.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,39,1,1,"Razer® Mamba Tournament Edition Chroma","Mamba Tournament Edition Chroma","razer-mamba-tournament-edition-chroma","","","","","","",1,"Razer","<P>Mamba Tournament Edition Chroma</P>","","","","","","","","","Razer® Mamba Tournament Edition Chroma","Razer® Mamba Tournament Edition Chroma","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=e6689cde-a8ce-43f3-8d9d-da38b4144a64.jpg",1,"Mouse","23","","","","mouse","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-23.jpg&storeName=maingear&sid=5848","","","Mouse","28","","","","mouse","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/razer-mamba-tournament-edition-chroma/Default.aspx",,"mouse-razer-mamba","RZ01-01370100-R3U1","","","0",,,,,"82.80","82.80","82.80","69.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,40,1,1,"XBOX One USB Wired Controller (MS Official)","XBOX One USB Wired Controller (MS Official)","xbox-one-usb-wired-controller-ms-official","","","","","","",1,"Microsoft","<P>XBOX One USB Wired Controller (MS Official)</P>","","","","","","","","","XBOX One USB Wired Controller (MS Official)","XBOX One USB Wired Controller (MS Official)","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=10c5bef4-930f-4fd4-a94a-b56cabe1aa1b.jpg",1,"Controller","24","","","","controller","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-24.jpg&storeName=maingear&sid=5848","","","Controller","29","","","","controller","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/xbox-one-usb-wired-controller-ms-official/Default.aspx",,"controller-xbox-wired","7MN00001","","","0",,,,,"54.00","54.00","54.00","45.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,41,1,1,"Razer® ManO'War Chroma Wireless 7.1 Headset","ManO'War Chroma Wireless 7.1 Headset","razer-manowar-chroma-wireless-71-headset","","","","","","",1,"Razer","<P>Razer® ManO'War Chroma Wireless 7.1 Headset</P>","","","","","","","","","Razer® ManO'War Chroma Wireless 7.1 Headset","Razer® ManO'War Chroma Wireless 7.1 Headset","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=5d7b6168-5a71-45ed-9151-95a5cc42d069.jpg",1,"Headset","25","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-25.jpg&storeName=maingear&sid=5848","","","Headset","30","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/razer-manowar-chroma-wireless-71-headset/Default.aspx",,"headset-razer-manowar","RZ04-01490100-R3U1","","","0",,,,,"163.20","163.20","163.20","136.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,42,1,1,"Razer® Leviathan Sound Bar with Subwoofer","Leviathan Sound Bar with Subwoofer","razer-leviathan-sound-bar-with-subwoofer","","","","","","",1,"Razer","<P>Razer® Leviathan Sound Bar with Subwoofer</P>","","","","","","","","","Razer® Leviathan Sound Bar with Subwoofer","Razer® Leviathan Sound Bar with Subwoofer","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=dc38e757-0e7e-4833-abf6-2116a9658696.jpg",1,"Speaker","26","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-26.jpg&storeName=maingear&sid=5848","","","Speaker","31","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/razer-leviathan-sound-bar-with-subwoofer/Default.aspx",,"speaker-razer-leviathan","RZ05-01260100-R3U1","","","0",,,,,"192.00","192.00","192.00","160.00","1","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,43,2,1,"Lifetime Angelic Service Labor and Phone Support","Lifetime Angelic Service Labor and Phone Support","lifetime-angelic-service-labor-and-phone-support","","","","","","",1,"MAIMGEAR","<P>Angelic Service is a premium blend of common sense options to keep your system running smooth and to keep you a happy customer. This means on-line resources, virtual on-site remote desktop support, US-based telephone support, and even an on-site option (at our discretion on a case by case basis - United States and Canada ONLY!) We'll even cover shipping both ways for the first thirty days in North America. Just another way we differentiate ourselves from the competition.</P>","","","","","","","","","Lifetime Angelic Service Labor and Phone Support","Lifetime Angelic Service Labor and Phone Support","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=c691c790-36b8-4a01-844a-fb9877430fe3.jpg",1,"Warrenty","27","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-27.jpg&storeName=maingear&sid=5848","","","Warrenty","32","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/lifetime-angelic-service-labor-and-phone-support/Default.aspx?gfid=p43-o8",,"warrenty-1yr","","","","0","","","","","0.00","0.00","0.00","0.00","1","1","1","1","1","1","1","1","0","Warrenty","1 Year Comprehensive Warranty","1","","0","8","-1","","","","","","","","-1","","","","","","","-1","","","","","","","-1","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,43,2,1,"Lifetime Angelic Service Labor and Phone Support","Lifetime Angelic Service Labor and Phone Support","lifetime-angelic-service-labor-and-phone-support","","","","","","",1,"MAIMGEAR","<P>Angelic Service is a premium blend of common sense options to keep your system running smooth and to keep you a happy customer. This means on-line resources, virtual on-site remote desktop support, US-based telephone support, and even an on-site option (at our discretion on a case by case basis - United States and Canada ONLY!) We'll even cover shipping both ways for the first thirty days in North America. Just another way we differentiate ourselves from the competition.</P>","","","","","","","","","Lifetime Angelic Service Labor and Phone Support","Lifetime Angelic Service Labor and Phone Support","","https://www.maingear.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=5848&StoreName=maingear&FileName=c691c790-36b8-4a01-844a-fb9877430fe3.jpg",1,"Warrenty","27","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=c-27.jpg&storeName=maingear&sid=5848","","","Warrenty","32","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","","","0","","","","","","https://www.maingear.com/showCategoryImage.aspx?w=300&filename=&storeName=maingear&sid=5848","","","",,,,,,,,,,,,,,,,"",0,"Shopping Cart Elite","Shopping Cart Elite","","","",no,"no",2,1,1,dynamic,"FedEX","UPS","USPS",1,1,1,1,1,,,,,,,,,,,"","",0,"","","","","","","0",1,0,"1","","",0,0,"0~",True,,"","Small Business~10~6~","","","","","","","","","","0","0.0000","","0.0000","0.0000","","0","https://www.maingear.com/product/lifetime-angelic-service-labor-and-phone-support/Default.aspx?gfid=p43-o9",,"warrenty-2yr","","","","0","","","","","99.00","99.00","99.00","99.00","1","1","1","1","1","1","1","1","0","Warrenty","2 Year Comprehensive Warranty","1","","0","9","-1","","","","","","","","-1","","","","","","","-1","","","","","","","-1","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
